field_path,card_source,classification,target_table,batch,status,note
scene_frame.此刻想要什么,free_stage_card_weichu_aftermath.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_weichu_aftermath.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_weichu_aftermath.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_weichu_aftermath.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.回公司,free_stage_card_weichu_aftermath.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.急救室,free_stage_card_weichu_aftermath.json,Storylet,node_contracts,D,registered,
blurb,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_weichu_hire.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_weichu_hire.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
director_beats,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
director_beats[],free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
director_beats[].after,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
director_beats[].after[],free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
director_beats[].id,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
director_beats[].role,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
director_beats[].text,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
director_only_characters,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
exits,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
exits[].bridge_hint,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
exits[].exit_state,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
intro_excerpt_order,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
intro_excerpt_order[],free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
locks,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_weichu_hire.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_weichu_hire.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_weichu_hire.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_weichu_hire.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_weichu_hire.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_weichu_hire.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
persona_cards.C.weichu.WMAIN,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.boundaries,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.hard,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.hard[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.soft,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.soft[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.style,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.voice_samples,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.voice_samples[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.constraints,free_stage_card_weichu_hire.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.weichu.WMAIN.constraints[],free_stage_card_weichu_hire.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.weichu.WMAIN.inner_state,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.knot,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.stance_to_player,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.unsaid,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.want_now,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.name,free_stage_card_weichu_hire.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.weichu.WMAIN.voice_samples,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.voice_samples[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance.adaptation_kind,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance.canon_src,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance.confidence,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance.event_uid,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance.source_ch,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance.source_kind,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].provenance.speaker_cons,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.voice_samples[].text,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.boundaries,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.style,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.constraints,free_stage_card_weichu_hire.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.constraints[],free_stage_card_weichu_hire.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.knot,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.stance_to_player,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.unsaid,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.want_now,free_stage_card_weichu_hire.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.name,free_stage_card_weichu_hire.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases[],free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.canon_src,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.disclosure_limit,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.phase,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns[],free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.source_event,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples,free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[],free_stage_card_weichu_hire.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.adaptation_kind,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.canon_src,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.confidence,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.event_uid,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.source_ch,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.source_kind,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.speaker_cons,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].text,free_stage_card_weichu_hire.json,Mixed,see_leaf,?,registered,
present,free_stage_card_weichu_hire.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_weichu_hire.json,Unclassified,TBD,?,registered,
scene,free_stage_card_weichu_hire.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_frame.为什么在这里,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_weichu_hire.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.催稿,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.锁定,free_stage_card_weichu_hire.json,Storylet,node_contracts,D,registered,
blurb,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_weichu_office_dare.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_weichu_office_dare.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
director_only_characters,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
director_only_characters[],free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
exits,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
exits[].bridge_hint,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
exits[].exit_state,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
locks,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_weichu_office_dare.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_weichu_office_dare.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_weichu_office_dare.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_weichu_office_dare.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_weichu_office_dare.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_weichu_office_dare.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
persona_cards.C.weichu.WMAIN,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.weichu.WMAIN.boundaries,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.hard,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.hard[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.soft,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.soft[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.style,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.voice_samples,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.boundaries.voice_samples[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.constraints,free_stage_card_weichu_office_dare.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.weichu.WMAIN.constraints[],free_stage_card_weichu_office_dare.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.weichu.WMAIN.inner_state,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.knot,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.stance_to_player,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.unsaid,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.inner_state.want_now,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.weichu.WMAIN.name,free_stage_card_weichu_office_dare.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.weichu.WMAIN.voice_samples,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.weichu.WMAIN.voice_samples[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.boundaries,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.style,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.constraints,free_stage_card_weichu_office_dare.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.constraints[],free_stage_card_weichu_office_dare.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.knot,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.stance_to_player,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.unsaid,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.want_now,free_stage_card_weichu_office_dare.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.name,free_stage_card_weichu_office_dare.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases[],free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.canon_src,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.disclosure_limit,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.phase,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns[],free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.source_event,free_stage_card_weichu_office_dare.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples,free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[],free_stage_card_weichu_office_dare.json,Seed,persona_core,C,registered,
present,free_stage_card_weichu_office_dare.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_weichu_office_dare.json,Unclassified,TBD,?,registered,
scene,free_stage_card_weichu_office_dare.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_frame.为什么在这里,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_weichu_office_dare.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.大冒险,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.早餐,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.签试用,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.问周董,free_stage_card_weichu_office_dare.json,Storylet,node_contracts,D,registered,
_frame_id,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
_projection_note,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
_projection_of,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
_view,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
ambient_stage,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
ambient_stage.急诊大厅,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
ambient_stage.手术室外,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
ambient_stage.电梯间,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
blurb,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts/meta,D,registered,
ch_span,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
ch_span[],free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
clock,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
director_only_characters,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
director_only_characters[],free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
exits,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
exits[].bridge_hint,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
exits[].exit_state,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
locks,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_zhongxin_hospital_16zhong.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_zhongxin_hospital_16zhong.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_zhongxin_hospital_16zhong.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_zhongxin_hospital_16zhong.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_zhongxin_hospital_16zhong.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_zhongxin_hospital_16zhong.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_zhongxin_hospital_16zhong.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat[],free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_zhongxin_hospital_16zhong.json,Unclassified,TBD,?,registered,
persona_cards.C.banbo.WMAIN,free_stage_card_zhongxin_hospital_16zhong.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.boundaries,free_stage_card_zhongxin_hospital_16zhong.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.hard,free_stage_card_zhongxin_hospital_16zhong.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.soft,free_stage_card_zhongxin_hospital_16zhong.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.soft[],free_stage_card_zhongxin_hospital_16zhong.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.style,free_stage_card_zhongxin_hospital_16zhong.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.voice_samples,free_stage_card_zhongxin_hospital_16zhong.json,Seed,persona_core,C,registered,
