field_path,card_source,classification,target_table,batch,status,note
_frame_id,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
_projection_note,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
_projection_of,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
_view,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
ambient_stage,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
ambient_stage.奶茶店门口,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
ambient_stage.暗处,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
ambient_stage.校门,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
ambient_stage.路边,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
autonomous_decisions,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
autonomous_decisions[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
autonomous_decisions[].actor_cons,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].after_must_happen,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].after_must_happen[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].decision_id,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.alternative,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.alternative[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.defer,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.defer[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.leave,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.leave[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].requires_branch_progress,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].requires_branch_progress[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].situation,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].valid_outcomes,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
autonomous_decisions[].valid_outcomes[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
blurb,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
branch_points,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
branch_points[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
branch_points[].id,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.negative,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.negative[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.positive,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
branch_points[].keywords.positive[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
branch_points[].trigger,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
branch_rules,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
branch_rules.intervene,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
branch_rules.intervene[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
branch_rules.watch,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
branch_rules.watch[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.schema_version,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].canon_src,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].completes,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].completes[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].event_uid,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].interrupt_after,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].scene_uid,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].segment_id,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].trigger,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].provenance,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].provenance.adaptation_kind,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].provenance.canon_src,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].provenance.event_uid,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].provenance.source_kind,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].provenance.speaker_cons,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].role,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].speaker_before_intro,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].speaker_cons,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].stage,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].turns[].text,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_16zhong_gate.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_16zhong_gate.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
entry_projection,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
entry_projection.context_memory,free_stage_card_16zhong_gate.json,Mixed,slow_memory|run,C/D,registered,
entry_projection.context_memory[],free_stage_card_16zhong_gate.json,Mixed,slow_memory|run,C/D,registered,
entry_projection.relationship_memory,free_stage_card_16zhong_gate.json,Mixed,REL|run,C/D,registered,
entry_projection.relationship_memory[],free_stage_card_16zhong_gate.json,Mixed,REL|run,C/D,registered,
exits,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
exits[].bridge_hint,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].exit_state,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].requires_actor_decisions,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].requires_actor_decisions.C.banbo.WMAIN,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].requires_actor_decisions.C.banbo.WMAIN[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].requires_actor_decisions.C.yuxuan.WMAIN,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].requires_actor_decisions.C.yuxuan.WMAIN[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].requires_branch_progress,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].requires_branch_progress[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intent_affordances[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intent_affordances[].affordance_id,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].after_must_happen,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].after_must_happen[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].description,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].goal_key,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].mode,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].requires_actor_consent,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].requires_branch_progress,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].requires_branch_progress[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].source,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].storylet,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].storylet.entry_conditions,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].storylet.entry_conditions[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].storylet.exit_keys,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].storylet.exit_keys[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].storylet.invariants,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].storylet.invariants[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].target_cons,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intent_affordances[].visible_reason,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
intro_complete_must_happen,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intro_excerpt_audience,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intro_excerpt_audience.暗处的注视,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intro_excerpt_audience.暗处的注视.director_text,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intro_excerpt_audience.暗处的注视.player_visible,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intro_excerpt_order,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intro_excerpt_order[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
intro_include_blurb,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
locks,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_16zhong_gate.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_16zhong_gate.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_16zhong_gate.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_16zhong_gate.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_16zhong_gate.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_16zhong_gate.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_16zhong_gate.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat[],free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_16zhong_gate.json,Unclassified,TBD,?,registered,
persona_cards.C.banbo.WMAIN,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN._alias_visible,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.boundaries,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.hard,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.soft,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.soft[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.style,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.voice_samples,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.voice_samples[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.constraints,free_stage_card_16zhong_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.banbo.WMAIN.constraints[],free_stage_card_16zhong_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.banbo.WMAIN.inner_state,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.knot,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.stance_to_player,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.unsaid,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.want_now,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.name,free_stage_card_16zhong_gate.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.banbo.WMAIN.voice_samples,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.voice_samples[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance.adaptation_kind,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance.canon_src,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance.confidence,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance.event_uid,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance.source_ch,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance.source_kind,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].provenance.speaker_cons,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.voice_samples[].text,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN._alias_visible,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.boundaries,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.hard,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.soft,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.soft[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.style,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.voice_samples,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.voice_samples[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.constraints,free_stage_card_16zhong_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.yuxuan.WMAIN.constraints[],free_stage_card_16zhong_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.knot,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.stance_to_player,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.unsaid,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.want_now,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.name,free_stage_card_16zhong_gate.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance.adaptation_kind,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance.canon_src,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance.confidence,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance.event_uid,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance.source_ch,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance.source_kind,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].provenance.speaker_cons,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[].text,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN._alias_visible,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN._review,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.boundaries,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.style,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.constraints,free_stage_card_16zhong_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.constraints[],free_stage_card_16zhong_gate.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.knot,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.stance_to_player,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.unsaid,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.want_now,free_stage_card_16zhong_gate.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.name,free_stage_card_16zhong_gate.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases[],free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.canon_src,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.disclosure_limit,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.phase,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns[],free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.source_event,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.body_state,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.commitments,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.commitments[],free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.goals,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.goals[],free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.scene_uid,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.source,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.source.adaptation_kind,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.source.canon_src,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.source.event_uid,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.unresolved_topics,free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.scene_working_memory.unresolved_topics[],free_stage_card_16zhong_gate.json,Run/Session,run_ledger+cache,—,registered,
persona_cards.C.zhangchen.WMAIN.slow_memory_activation_cues,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.slow_memory_activation_cues.39,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.slow_memory_activation_cues.39[],free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.slow_memory_activation_cues.41,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.slow_memory_activation_cues.41[],free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.slow_memory_activation_cues.苏颖最后来电/坠楼,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.slow_memory_activation_cues.苏颖最后来电/坠楼[],free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples,free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[],free_stage_card_16zhong_gate.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.adaptation_kind,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.canon_src,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.confidence,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.event_uid,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.source_ch,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.source_kind,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].provenance.speaker_cons,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[].text,free_stage_card_16zhong_gate.json,Mixed,see_leaf,?,registered,
